numero,nif,nome,tipo_entidade,deporte,web_modalidades,nome_especialidade,enderezo,direcion,codigo_postal,codigo_provincia,provincia,wikidata_provincias,codigo_concello,concello,wikidata_concellos,telefono1,telefono2,web,data_alta
C-13930,,CLUB DEPORTIVO GOLF SAN LORENZO,CLUB DEPORTIVO,golf,http://www.wikidata.org/entity/Q5377,,"LUGAR SAN LORENZO DE DOMAIO, S/N",LUGAR SAN LORENZO DE DOMAIO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36029,Moaña,http://www.wikidata.org/entity/Q1617430,615633669,663830314,,2020-02-19
C-04741,,C. S.E D. CASTELO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"FERNAL, 10 - PESQUEIRAS",FERNAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36050,Salvaterra de Miño,http://www.wikidata.org/entity/Q1629539,657578186,657578186,,1995-07-14
C-13835,G70604707,SPEEDCROSS,CLUB DEPORTIVO,CICLISMO,,,LUGAR DE EXTRAMUNDI 11,LUGAR DE EXTRAMUNDI,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15065,Padrón,http://www.wikidata.org/entity/Q500494,618884800,663307516,,2019-11-18
C-13882,,VM RACING,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,RALLYES,LUGAR DE NOSTIÁN 4,LUGAR DE NOSTIÁ,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,697784740,697784740,,2020-01-17
C-09558,G70142898,ARCO HÉRCULES,CLUB DEPORTIVO,archery,http://www.wikidata.org/entity/Q108429,,"ASOCIACIÓN DE VECINOS DE BENS, MAZAIDO S/N",ASOCIACIÓN DE VECINOS DE BENS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981641661,649433094,,2007-11-27
C-08740,,CLUB DE AJEDREZ INFORTUI,CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,RÚA MANTEIGADA S/N  (CAFÉ BAR CONTOS),RÚA MANTEIGADA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,986604355,,,2005-12-05
X-13903,,ASOCIACIÓN CABALEIROS DE SILLEDA,SECCIÓN DEPORTIVA,orienteering,http://www.wikidata.org/entity/Q29358,"MARCHA ATLÉTICA, RAID, TURISMO, CARREIRAS","RÚA CAMPO DE ARRIBA, 5, 4º A",RÚA CAMPO DE ARRIBA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36052,Silleda,http://www.wikidata.org/entity/Q1607540,629172093,,,2020-02-04
,,,,equestrian sport,http://www.wikidata.org/entity/Q902378,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-09990,G27721547,CLUB DEPORTIVO MIRALBA,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,XIMNASIA RÍTMICA,AVENIDA GRAN VIA  164,AVENIDA GRAN VIA,36211,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,657305839,986213047,,2009-01-02
,,,,chess,http://www.wikidata.org/entity/Q718,,,,,,,,,,,,,,
,,,,taekwondo,http://www.wikidata.org/entity/Q36389,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-13881,G27515717,CLUB ESCUDERIA MIÑO LUCENSE,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,RUA DOS CARROS 18 POLIGONO DO CEAO,RUA DOS CARROS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,663127161,,,2020-01-14
C-13880,,CLUB DE ACTIVIDADES SUBACUÁTICAS DE FERROL,CLUB DEPORTIVO,ACTIVIDADES SUBACUÁTICAS,,BUCEO,"RÚA LINARES RIVAS 9, 2º C",RÚA LINARES RIVAS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,679776764,679776764,,2020-01-14
C-11908,G27456623,ASOCIACION DEPORTIVA CULTURAL LUGO SALA,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,AVENIDA INFANTA ELENA  69 1B,AVENIDA INFANTA ELENA,27003,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,677650646,,www.lugosala.com,2014-04-04
,,,,table tennis,http://www.wikidata.org/entity/Q3930,,,,,,,,,,,,,,
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-13879,,CERCEDA DE VETERANO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,POLÍGONO INDUSTRIAL DO ACEVEDO PARCELA 7,POLÍGONO INDUSTRIAL DO ACEVEDO PARCELA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15024,Cerceda,http://www.wikidata.org/entity/Q1369070,,696984362,,2020-01-14
C-13718,,C.D. CORREA KESSLER,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,MUEELLE DE LA PALLOZA (LONJA LA SOLANA),MUEELLE DE LA PALLOZA (LONJA LA SOLANA),,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,661289089,661289089,,2019-07-12
C-13877,G70609748,CLUB DE ATLETISMO SERRES RUNNERS,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,,CAMIÑO CAMIÑO REAL 12. SERRES,CAMIÑO CAMIÑO REAL,15259,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15053,Muros,http://www.wikidata.org/entity/Q578957,683143028,683143028,,2020-01-13
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-06618,,CLUB RAFA TAPIAS,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,EQUITACION,"CAMIÑO DO PIÑAL, Nº 34",CAMIÑO DO PIÑAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,986337540,616190203,,2000-05-31
C-13874,,GALIMAKE PADEL,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,PASEO DA PRAIA FLUVIAL S/N,PASEO DA PRAIA FLUVIAL,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,696689437,696689437,,2020-01-10
C-09102,G36982239,ESCUELAS DEPORTIVAS VIGO 2015 FÚTBOL SALA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA MANOLO MARTÍNEZ 2,RUA MANOLO MARTÍNEZ,36210,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,627009999,,,2006-10-30
C-13873,G70607742,CLUB KANG,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,"HAPKIDO, RING SPORT FULLCONTACT, JIU-JITSU, AIKIDO",RUA RÚA TRAS DO CÁDAVO 5-7 BAIXO,RUA RÚA TRAS DO CÁDAVO,15500,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15035,Fene,http://www.wikidata.org/entity/Q1374025,630492202,607959878,,2020-01-10
,,,,taekwondo,http://www.wikidata.org/entity/Q36389,,,,,,,,,,,,,,
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
C-07671,G27192566,SOCIEDADE DEPORTIVA DE CAZADORES O ROSARIO,CLUB DEPORTIVO,CAZA,,,MARCO 1,MARCO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27032,Monterroso,http://www.wikidata.org/entity/Q1122290,620601112,,,2003-02-28
C-13872,G94196631,EQUIPO CICLISTA CIDADE DE PONTEVEDRA,CLUB DEPORTIVO,CICLISMO,,,CARQUEIXA Nº 15,CARQUEIXA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,622243926,,,2020-01-09
C-13871,G94199189,GLOBAL DXT TEAM,CLUB DEPORTIVO,orienteering,http://www.wikidata.org/entity/Q29358,TRÍATLON,"RÚA ECHEGARAY, 20 - 5º A",RÚA ECHEGARAY,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,693798053,693798053,,2020-01-09
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-13870,G27261114,AEROLEMOS,CLUB DEPORTIVO,air sports,http://www.wikidata.org/entity/Q644628,,ROBERTO BAAMONDE 56-58 BAIXO,ROBERTO BAAMONDE,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,,,,2020-01-03
C-13869,G27515337,LEMOS PADEL,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,POLIGONO INDUSTRIAL DO REBOREDO 25,POLIGONO INDUSTRIAL DO REBOREDO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,982102172,,,2020-01-03
C-11987,G27805563,CLUB DEPORTIVO EIXO GONDOMAR,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,PATINAXE ARTÍSTICO,RUA OTERO PEDRAYO 8 4C,RUA OTERO PEDRAYO,36380,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36021,Gondomar,http://www.wikidata.org/entity/Q1607596,650922563,,,2014-07-11
C-13868,G27515105,PANCHORRO SURF CLUB,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,FRIEIRA A NOVA 2,FRIEIRA A NOVA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27051,Ribadeo,http://www.wikidata.org/entity/Q824076,676761381,658896925,,2020-01-03
C-10680,G32414146,ESCUDERIA LUINTRA (NOGUEIRA DE RAMUIN),CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"AVDA. HABANA, 23 ENTRESUELO LOCAL 2",AVDA. HABANA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,696627361,696627361,,2010-12-22
C-13825,G70603600,CLUB CICLISTA SPORTBIKE,CLUB DEPORTIVO,CICLISMO,,"PISTA, CARRETEIRA, BICICLETA MONTAÑA (BTT)",AVDA CONSTITUCIÓN 68. BAIXO,AVDA CONSTITUCIÓ,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15073,Ribeira,http://www.wikidata.org/entity/Q904130,9811871278,616822063,,2019-11-07
C-13864,V2737690,CLUB QUIROGA FUTBOL SALA,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,,"RÚA REAL, 52",RÚA REAL,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27050,Quiroga,http://www.wikidata.org/entity/Q969128,982428001,,,2004-11-03
,,,,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,,,,,,,,,,,,,
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
C-13171,G32505513,TEAM MEDICAL GALICIA,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"PORTECELOS, 9",PORTECELOS,,32,Ourense,http://www.wikidata.org/entity/Q95038,32002,Amoeiro,http://www.wikidata.org/entity/Q1627616,667363871,667363871,,2018-01-23
C-13863,G27514587,CLUB DE ATLETISMO BURELA,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,CASTELAO 10 3 D,CASTELAO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27902,Burela,http://www.wikidata.org/entity/Q1619456,65521084,,,2019-12-26
C-13862,,MOTOCLUB BOUTUREIRAMX,CLUB DEPORTIVO,MOTOCICLISMO,,ENDURO,"A VENDA, 36",A VENDA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32075,San Cibrao das Viñas,http://www.wikidata.org/entity/Q973465,691222838,,,2019-12-26
F-04360,G32185738,FEDERACIÓN GALEGA DE ESQUÍ NÁUTICO,FEDERACIÓN DEPORTIVA GALEGO,water skiing,http://www.wikidata.org/entity/Q472827,,"AVDA. DA HABANA, 79-5º",AVDA. DA HABANA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,988243878,,,1994-05-31
C-13001,,CLUB LA FAMILIA BJJ,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,"ARQUITECTO DOMINGO DE ANDRADE, 2 BAIXO",ARQUITECTO DOMINGO DE ANDRADE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15005,Arteixo,http://www.wikidata.org/entity/Q996161,681131511,,,2017-07-26
C-13858,,MOREIRAS VETERANOS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"LUGAR DE MOREIRAS, 27",LUGAR DE MOREIRAS,,32,Ourense,http://www.wikidata.org/entity/Q95038,32032,Xinzo de Limia,http://www.wikidata.org/entity/Q918637,648928038,,,2019-12-12
C-12092,G27464197,CLUB DE AJEDREZ REYES Y PEONES,CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,CAMIÑO REAL  44,CAMIÑO REAL,27880,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27902,Burela,http://www.wikidata.org/entity/Q1619456,616994752,982580260,,2014-10-24
C-13857,,CLUB NÁUTICO MARINA LAXE,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,,O PORTO S/N,O PORTO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15040,Laxe,http://www.wikidata.org/entity/Q1620185,648148863,629330514,,2019-12-11
C-11720,G70388509,CLUB DE CHAVE O´ CARMELO,CLUB DEPORTIVO,CHAVE,,,"R/ SUEVOS, Nº 36",R/ SUEVOS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15005,Arteixo,http://www.wikidata.org/entity/Q996161,603625017,603625017,,2013-10-09
C-13855,,CLUB ATLETISMO OLEIROS,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,RÚA ACACIAS 22. SAN PEDRO DE NÓS,RÚA ACACIAS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15058,Oleiros,http://www.wikidata.org/entity/Q688611,634561972,634561972,,2019-12-10
C-13854,G70606322,OCR CERCEDA,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,RUA PICARDEL 45,RUA PICARDEL,15188,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15024,Cerceda,http://www.wikidata.org/entity/Q1369070,628411841,628411841,,2019-12-10
X-13893,B94184488,"INNOVA PADEL, ENTRENAMIENTOS Y GESTIÓN DEPORTIVA, SOCIEDAD LIMITADA",SECCIÓN DEPORTIVA,padel,http://www.wikidata.org/entity/Q1582389,,RÚA SAN MARTÍN (CENTRO DEPORTIVO EVOFIT),RÚA SAN MARTÍN (CENTRO DEPORTIVO EVOFIT),,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36005,Caldas de Reis,http://www.wikidata.org/entity/Q1448886,687138585,986552207,,2020-01-28
C-02749,G36011518,C. D. LALIN,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"AVENIDA DOS OLMOS, S/N ESTADIO MANUEL ANXO CORTIZO 1",AVENIDA DOS OLMOS,36500,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36024,Lalín,http://www.wikidata.org/entity/Q1374736,671060110,,,1990-09-06
C-13828,G70603840,TRAILEROS TOXOS E BIRRAS,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,,"RÚA COSTA RICA 5, 4 PLANTA COMERCIAL",RÚA COSTA RICA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,698101001,698101001,,2019-11-11
C-13139,G70541701,MALPICA SURF CLUB,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,"SKATE, LONGBOARD",RUA CAMPOS 33. BAIXO,RUA CAMPOS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15043,Malpica de Bergantiños,http://www.wikidata.org/entity/Q596761,698126646,698126646,,2017-11-21
C-06421,,C. DE CORREDORES VIG-BAY,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,"AVDA. BEIRAMAR, 23- BLOQUE 1",AVDA. BEIRAMAR,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,986900503,986213200,,1999-11-15
C-03579,G36172831,A. CULTURAL D. VILANOVA,CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,LUGAR CAMPO DE FÚTBOL DE O TERRÓN S/N,LUGAR CAMPO DE FÚTBOL DE O TERRÓN,36620,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36061,Vilanova de Arousa,http://www.wikidata.org/entity/Q739495,686352470,616861662,,1992-05-20
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-12066,G70337910,CLUB DEPORTIVO BAIÑAS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"LUGAR DE BAIÑAS,9",LUGAR DE BAIÑAS,15127,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15092,Vimianzo,http://www.wikidata.org/entity/Q1616162,649427493,649427493,,2014-10-01
C-12329,,BILLAR LALÍN SOCIEDADE DEPORTIVA,CLUB DEPORTIVO,pool,http://www.wikidata.org/entity/Q3341285,"SNOOKER, POOL, CARAMBOLA","WENCESLAO CALVO GARRA, 3 - BAIXO",WENCESLAO CALVO GARRA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36024,Lalín,http://www.wikidata.org/entity/Q1374736,670511339,,,2015-07-13
C-13866,,CLUB VAL DO LOURO RACING,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"CAMIÑO DO POMBAL, Nº29",CAMIÑO DO POMBAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36033,Mos,http://www.wikidata.org/entity/Q1596023,666697531,,,2019-12-30
C-03582,G15378870,C. COLOMBOFILO MENSAXEIRAS DE CAMBRE,CLUB DEPORTIVO,COLUMBÓFILA,,,"SOCAMPO,23",SOCAMPO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15017,Cambre,http://www.wikidata.org/entity/Q1113375,679722809,679722809,,1992-05-20
X-13851,G15040033,CÍRCULO MERCANTIL E INDUSTRIAL UNIDADE DE FENE,SECCIÓN DEPORTIVA,futsal,http://www.wikidata.org/entity/Q171401,,RÚA SAN PAIO 21,RÚA SAN PAIO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15035,Fene,http://www.wikidata.org/entity/Q1374025,981342954,,,2019-12-03
C-11361,G70351515,SAN MARTÍN DE RODÍS,CLUB DEPORTIVO,CAZA,,,"CAMPO DA FEIRA-RODÍS, Nº 1 BAIXO. RODÍS",CAMPO DA FEIRA-RODÍS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15024,Cerceda,http://www.wikidata.org/entity/Q1369070,619112908,619112908,,2012-09-21
C-10715,,TANINOS RUNNERS PONTEAREAS,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,PADRES  FRANCISCANOS Nº 14,PADRES  FRANCISCANOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36042,Ponteareas,http://www.wikidata.org/entity/Q617119,606646490,,,2011-01-26
C-04854,G15576433,C.E DE CHAVE VILLA DE CAMBRE,CLUB DEPORTIVO,CHAVE,,,GRADUIL 12 B,GRADUIL,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15017,Cambre,http://www.wikidata.org/entity/Q1113375,881888734,620363922,,1995-11-27
C-13850,,PADELARTE,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,AEROBIC,"AVDA. LAZA, Nº82",AVDA. LAZA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32085,Verín,http://www.wikidata.org/entity/Q176504,609787086,609848649,,2019-12-02
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
X-12652,,ASOCIACIÓN CULTURAL PEÑA MOTERA OS MATA PARDALES,SECCIÓN DEPORTIVA,MOTOCICLISMO,,CONCENTRACIONS,"LUGAR DE CALVAR, 26 - DOMAIO (HAMBURGUESERÍA PISCIS)",LUGAR DE CALVAR,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36029,Moaña,http://www.wikidata.org/entity/Q1617430,615705123,,,2016-05-20
C-13849,,CLUB CLÁSICOS CAMBRE,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,"REGULARIDAD, CONCENTRACIONS",RÚA ESTANQUE 10,RÚA ESTANQUE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15017,Cambre,http://www.wikidata.org/entity/Q1113375,619303833,619303833,,2019-11-29
C-03004,G27139443,SOCIEDAD DEPORTIVA SARRIANA,CLUB DEPORTIVO,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,CAMPO MUNICIPAL DE RIVELA  S/N,CAMPO MUNICIPAL DE RIVELA,27619,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27057,Sarria,http://www.wikidata.org/entity/Q174833,982531292,,,1991-03-07
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-13531,G70578893,ESCOLA MUNICIPAL DE FÚTBOL DE VIMIANZO,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,PRAZA DO CONCELLO 6,PRAZA DO CONCELLO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15092,Vimianzo,http://www.wikidata.org/entity/Q1616162,981716001,650009992,,2019-01-14
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-13845,G27513951,CLUB CICLISTA FRIOL,CLUB DEPORTIVO,CICLISMO,,,"LUGAR RAMELLE, S/N- CASA SANTOS S/N",LUGAR RAMELLE,27229,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27020,Friol,http://www.wikidata.org/entity/Q576916,606085556,606085556,,2019-11-28
C-13844,,CHURRASQUEIROS 4X4,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,RÚA CORTIÑA 18. TARRÍO,RÚA CORTIÑA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,644167731,,,2019-11-27
C-10880,G70298286,SOCIEDAD DEPORTIVA CAMELLE,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RUA DO CANLE, 32",RUA DO CANLE,15121,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15016,Camariñas,http://www.wikidata.org/entity/Q1373985,673138398,981710259,,2011-06-29
A-02036,G32106650,A. D. A LIMIA,AGRUPACIÓN DEPORTIVA ESCOLAR,DEPORTE XERAL,,,CEIP PLURILINGÜE VILAR DE BARRIOR/ MARCABÁN SN,CEIP PLURILINGÜE VILAR DE BARRIOR/ MARCABÁN SN,,32,Ourense,http://www.wikidata.org/entity/Q95038,32089,Vilar de Barrio,http://www.wikidata.org/entity/Q515061,647482326,647482326,,1989-04-06
X-13842,G27468800,ASOCIACION CIVICO-CULTURAL A RIBEIRA DE FOZ,SECCIÓN DEPORTIVA,PESCA E CASTING,,,AVDA DA RIBEIRA 1,AVDA DA RIBEIRA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27019,Foz,http://www.wikidata.org/entity/Q917878,626309804,.,,2019-11-22
C-13462,,CLUB BALOMPIE MONTIÑO,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"AVDA CONCORDIA 2, 8ºB",AVDA CONCORDIA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,625673695,625673695,,2018-11-23
C-13892,G94192697,ASOCIACIÓN DEPORTIVA REVIRAVOLTAS,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,,"RÚA TOUZOSAS, S/N",RÚA TOUZOSAS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36009,A Cañiza,http://www.wikidata.org/entity/Q969445,679613056,,,2020-01-28
C-13841,G32505695,CROSS BOX VERÍN,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,,"R/ SOUTO LARANXO, Nº32",R/ SOUTO LARANXO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32085,Verín,http://www.wikidata.org/entity/Q176504,663164534,663164534,,2019-11-20
C-13511,G32238560,PEÑA CICLISTA VALDEORRAS BIKE,CLUB DEPORTIVO,CICLISMO,,,"R/ EULOGIO FERNÁNDEZ, Nº5 - 2ºB",R/ EULOGIO FERNÁNDEZ,,32,Ourense,http://www.wikidata.org/entity/Q95038,32009,O Barco de Valdeorras,http://www.wikidata.org/entity/Q1607428,618605660,618605660,,1998-03-31
C-13840,,CLUB EVOLUTION FITNESS PÁDEL NARÓN,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"AVDA JESÚS FERNÁNDEZ PITA, PARCELA 124. POLÍGONO RÍO POZA",AVDA JESÚS FERNÁNDEZ PITA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,634555035,,,2019-11-20
