NÚMERO;NIF;DENOMINACION;TIPO_ENTIDADE;MODALIDADES;ESPECIALIDADES;ENDEREZO;CP;CÓDIGO ;PROVINCIA;CÓDIGO CONCELLO;CONCELLO;TELÉFONO 1;TELÉFONO 2;PÁXINA WEB;FECHA_ALTA
C-14190;G05440193;CLUB DEPORTIVO SPORT TEAM ESTRADA;CLUB DEPORTIVO;FÚTBOL;; RUA RÚA IRMÁNS VALLADARES, Nº 6 6;36680;36;PONTEVEDRA;36017;ESTRADA, A;699714522;;;13/05/2021
C-14196;G05398573;ASOCIACION DEPORTIVA REPECHITOSBIKE;CLUB DEPORTIVO;CICLISMO;; RÚA CURROS ENRÍQUEZ, Nº 5, 4º B;;36;PONTEVEDRA;36009;CAÑIZA, A;636339178;;;28/05/2021
C-14186;G32400814;ASOCIACIÓN DEPORTIVA VETERANOS VERÍN;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;FUTBOL SIETE; COMPLEXO DEPORTIVO A GRANXA R/ ANTONIO FDEZ. PÉREZ, S/N;;32;OURENSE;32085;VERÍN;635609625;635609625;;10/05/2021
C-14189;;ATLETICO PEREGRINA;CLUB DEPORTIVO;FÚTBOL;; AVDA. Mª VICTORIA MORENO, Nº 25, 3º D;;36;PONTEVEDRA;36038;PONTEVEDRA;622501523;;;13/05/2021
C-14184;;VANENBIKEE CICLISMO Y OTROS AFFAIRES;CLUB DEPORTIVO;CICLISMO;; RÚA JUAN FLÓREZ, 47, LOCAL 6;;15;A CORUÑA;15030;CORUÑA, A;688966685;688966685;;06/05/2021
C-03522;G36754323;C. CICLISTA TEIS;CLUB DEPORTIVO;CICLISMO;; RUA DOCTOR CORBAL 19 BJnull;36207;36;PONTEVEDRA;36057;VIGO;986443143;;;24/03/1992
C-01766;G32102899;C. FLUVIAL DE ALLARIZ;CLUB DEPORTIVO;PIRAGÜISMO;; RUA OLIVEIRA 9 4D;32660;32;OURENSE;32001;ALLARIZ;645917396;670570279;;18/01/1989
C-00065;G15062920;S. DE CAZA Y PESCA AZOR;CLUB DEPORTIVO;PESCA E CASTING, CAZA, DEPORTE XERAL;MAR-COSTA; PRAZA PLAZA DO CONCELLO 2;15220;15;A CORUÑA;15002;AMES;629202129;629202129;;25/11/1983
X-14188;;ASOCIACIÓN CENTRO RECREATIVO Y CULTURAL O'TORREIRO DE PRIEGUE;SECCIÓN DEPORTIVA;PETANCA;; RÚA TORREIRO, Nº 2;;36;PONTEVEDRA;36035;NIGRÁN;;;;13/05/2021
C-04208;G32180416;S. D. DE PESCA PONTEGRANDE;CLUB DEPORTIVO;PESCA E CASTING;AUGA DOCE; FONTECUBERTA, 20;;32;OURENSE;32024;CELANOVA;684217026;988441108;;15/02/1994
C-13278;G70563135;ARZÚA FUTBOL CLUB FEMININO;CLUB DEPORTIVO;FÚTBOL;; RÚA DO VISO (POLIDEPORTIVO MUNICIPAL);;15;A CORUÑA;15006;ARZÚA;679080886;679080886;;09/07/2018
C-11581;G32440828;AEHDE CARBALLIÑO;CLUB DEPORTIVO;PATINAXE;; RUA IES. Nº1 - RUA ALBERTO VILANOVA S/N;32500;32;OURENSE;32019;CARBALLIÑO, O;670067963;670067963;;14/05/2013
C-00123;G15091069;C. ORILLAMAR S.D;CLUB DEPORTIVO;FÚTBOL;; FUENTE SEOANE, 14-BAJO;15001;15;A CORUÑA;15030;CORUÑA, A;607323355;981211419;;14/12/1983
C-14187;;LUGO FOOTGOLF;CLUB DEPORTIVO;FÚTBOL;; RÚA DOANTES DE SANGUE, Nº 2, P.1, 1º B;;36;PONTEVEDRA;36039;PORRIÑO, O;610754011;;;10/05/2021
C-11758;G70389861;CLUB CICLISTA TAMBRE BIKE;CLUB DEPORTIVO;CICLISMO, DEPORTE XERAL;DUATLÓN; RUA do portiño 7;15688;15;A CORUÑA;15060;OROSO;620292782;;;07/11/2013
A-01110;G36044659;AGRUPACIÓN DEPORTIVA VAL DO SALNES;AGRUPACIÓN DEPORTIVA ESCOLAR;XADREZ, VOLEIBOL, NATACIÓN, BALONCESTO, BÁDMINTON, ATLETISMO;; LUGAR COLEXIO ABRENTE POMBAL S/N;36979;36;PONTEVEDRA;36051;SANXENXO;659553543;;;29/04/1987
C-03135;G15287733;S. D. RIO SAR;CLUB DEPORTIVO;TIRO OLÍMPICO, TIRO CON ARCO, CAZA, DEPORTE XERAL;PRATO FEDECAT, PRECISIÓN, VOO CON MOTOR; LUGAR VILOUCHADA S/N;15687;15;A CORUÑA;15086;TRAZO;677519295;677519295;;01/01/1900
C-06144;G15709694;A. DE CAZADORES SAN JUAN DE SERRES;CLUB DEPORTIVO;CAZA;; R/REAL, Nº 22;;15;A CORUÑA;15053;MUROS;647643433;;;15/03/1999
C-14179;;KICK NARÓN;CLUB DEPORTIVO;BOXEO;KICKBOXING; R/ ALCALDE QUINTANILLA BLOQUE, 10 Nº 5 4º DCHA.;;15;A CORUÑA;15036;FERROL;651923307;;;10/09/2010
C-09981;G70192190;SALV-AR (SALVAMENTO ARTEIXO);CLUB DEPORTIVO;SALVAMENTO E SOCORRISMO;; AVENIDA R/ ARSENIO IGLESIAS, S/N (PISCINA MUNICIPAL) S/N;15142;15;A CORUÑA;15005;ARTEIXO;636902967;691105357;clubsalvar.tk;19/12/2008
C-14185;G05401443;MEIRA DARDS;CLUB DEPORTIVO;DEPORTE XERAL;DARDOS; RÚA LOUREIRO CRESPO, Nº 70;;36;PONTEVEDRA;36038;PONTEVEDRA;645987984;;;07/05/2021
C-14178;G05363171;CLUB NAVEGACION A COVA - SAVIÑAO;CLUB DEPORTIVO;SURF, REMO, PIRAGÜISMO, PESCA E CASTING, NATACIÓN, MOTONÁUTICA, ESQUÍ NÁUTICO;; LUGAR DE MONTES 14;;27;LUGO;27058;SAVIÑAO, O;622028518;667279484;;28/04/2021
C-11079;G94056223;GROVE SURF CLUB;CLUB DEPORTIVO;SURF;; RÚA CRUCEIRO, Nº 8- 1º ESQ.;;36;PONTEVEDRA;36022;GROVE, O;661352996;;;02/01/2012
C-14183;;A CORUÑA FOOTGOLF;CLUB DEPORTIVO;FÚTBOL;; PRAZA DO CRISTO 8 4C;36400;36;PONTEVEDRA;36039;PORRIÑO, O;660009716;;;06/05/2021
C-14175;G06820856;AGRUPACIÓN DEPORTIVA A FENTEIRA;CLUB DEPORTIVO;CICLISMO;BICICLETA MONTAÑA (BTT); R/ PRAZA, Nº 27;;32;OURENSE;32081;TOÉN;988294579;687912648;;22/04/2021
C-14060;G70158936;CLUB FK DE MELIDE;CLUB DEPORTIVO;KICKBOXING E MUAYTHAI;; LUGAR FERVEDOIRO SN;;15;A CORUÑA;15079;SANTISO;634277490;634277490;;16/11/2020
C-14173;G05383096;CLUB DE BILLAR RIAS BAIXAS;CLUB DEPORTIVO;BILLAR;; RUA IGREXA 19;36967;36;PONTEVEDRA;36027;MEAÑO;680410409;661077624;;22/04/2021
C-08257;G27113166;SOCIEDADE DEPORTIVA DE CAZADORES A CABANA;CLUB DEPORTIVO;CAZA;; MOREDA, 5;;27;LUGO;27017;FOLGOSO DO COUREL;982185071;982185071;;15/09/2004
C-14171;;V BIKES TEAM;CLUB DEPORTIVO;CICLISMO;; RÚA TRAVESÍA REBORIDO, 3, BAIXO;;15;A CORUÑA;15082;TEO;626134894;626134894;;21/04/2021
C-07016;G36888543;CLUB DEPORTIVO E CULTURAL DE ESGRIMA CIDADE DE VIGO;CLUB DEPORTIVO;ESGRIMA;; AVENIDA GARCIA BARBON 48B 6 4T;36201;36;PONTEVEDRA;36057;VIGO;986113087;618243490;;10/05/2001
C-04221;G36234037;C.E POLID. C.P.C. DE EDUCACION ESPECIAL DE VILAGARCIA;CLUB DEPORTIVO;DEPORTE ADAPTADO;; XARDINS DR. FLEMING, S/N;;36;PONTEVEDRA;36060;VILAGARCÍA DE AROUSA;986505160;;;15/02/1994
C-14169;G05301478;MOTOR OUTEIRO DE REI;CLUB DEPORTIVO;MOTOCICLISMO, AUTOMOBILISMO;; PENELAS, 56 - ROBRA;;27;LUGO;27039;OUTEIRO DE REI;699082871;699082871;;19/04/2021
C-14168;;SCUDERÍA SC21;CLUB DEPORTIVO;AUTOMOBILISMO;;3;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;653657735;653657735;;16/04/2021
C-14167;G06878862;ANTIOQUÍA K9 CLUBE DEPORTIVO;CLUB DEPORTIVO;CAZA;AGILITY, ADIESTRAMIENTO CANINO; CRTA. PISTA DA MOREIRA 4, POLÍGONO 509, PARCELA 10573;;32;OURENSE;32032;XINZO DE LIMIA;610809585;660832131;;16/04/2021
C-14172;D05350533;CLUB NATACION BATALLA DE RANDE;CLUB DEPORTIVO;NATACIÓN;; RÚA BARCELONA, Nº 86, 4º C;;36;PONTEVEDRA;36057;VIGO;675599500;;;22/04/2021
C-14177;G05338991;ESCUDERIA SLOW RABBIT GALICIA;CLUB DEPORTIVO;AUTOMOBILISMO;; RÚA ESTACIÓN, Nº 16, 4º A;;36;PONTEVEDRA;36039;PORRIÑO, O;669095547;669095547;;26/04/2021
C-14166;G32278467;ASOCIACIÓN DEPORTIVA DE CAZADORES MOUZÓN;CLUB DEPORTIVO;CAZA;; RÚA DO AREAL, Nº15;32300;32;OURENSE;32009;BARCO DE VALDEORRAS, O;670667688;670667688;;15/04/2021
C-14164;G05387725;BILLARDA CAMPO DA FEIRA;CLUB DEPORTIVO;DEPORTES AUTÓCTONOS;BILLARDA; AVENIDA BERGANTIÑOS, 50;15145;15;A CORUÑA;15041;LARACHA, A;646455489;646455489;;14/04/2021
C-09762;G36585966;ESCUDERÍA BUXA MOTOR  POIO;CLUB DEPORTIVO;AUTOMOBILISMO;; RUA CABANAS 23;36163;36;PONTEVEDRA;36041;POIO;627018498;;;16/05/2008
C-14163;G27191196;ASOC. DE PESCADORES RIO MASMA;CLUB DEPORTIVO;PESCA E CASTING;; A CAZOLGA 5;;27;LUGO;27051;RIBADEO;608185187;608185187;;13/04/2021
C-11363;;CTM VIGO;CLUB DEPORTIVO;TENIS DE MESA;; RUA VILAGARCÍA DE ARUOSA 3 4C;36209;36;PONTEVEDRA;36057;VIGO;667022023;;;25/09/2012
C-11905;G32450363;A FERRO SPORT;CLUB DEPORTIVO;AUTOMOBILISMO;; R/ VILLAVALENCIA, 20 - BAIXO - PORTA 168;;32;OURENSE;32054;OURENSE;646346321;NONCONSTA;;02/04/2014
C-14170;G42954677;SANTIAGO DE COMPOSTELA FOOTGOLF;CLUB DEPORTIVO;GOLF;; CAMIÑO DA RÚA DE ABAIXO,19;;36;PONTEVEDRA;36048;ROSAL, O;669888597;;;21/04/2021
C-02681;G15473481;S. DE CAZA COTO DOBARRO;CLUB DEPORTIVO;CAZA;; LUGAR IGREXA S/Nº;15817;15;A CORUÑA;15010;BOIMORTO;628829347;;;30/05/1990
C-14162;;CLUB BILLARDA LUA DE FORZA SANXENXO;CLUB DEPORTIVO;BOLOS;BOLO CELTA; LUGAR LUGAR MAGALÁNS, Nº 4;36966;36;PONTEVEDRA;36051;SANXENXO;659553543;;;13/04/2021
C-14158;G15993439;KAYAK DE MAR RÍA DE MUROS-NOIA;CLUB DEPORTIVO;PIRAGÜISMO;; VARA-SAN COSME, 60;;15;A CORUÑA;15062;OUTES;606851398;606851398;;29/03/2021
C-13004;G70531462;CLUB DEPORTIVO TORRES DE ALTAMIRA;CLUB DEPORTIVO;PATINAXE, BALONCESTO;; PRAZA CARBALLEIRA DE SANTA MINIA 2, PEDROUZOS;15865;15;A CORUÑA;15013;BRIÓN;656276858;;;26/07/2017
C-11263;G94066891;RÍTMICA SALNÉS;CLUB DEPORTIVO;XIMNASIA;; AVENIDA DOS LOUREIROS 37;36970;36;PONTEVEDRA;36051;SANXENXO;622813568;;;19/06/2012
C-10292;;CLUB ALEJANDRO GÓMEZ;CLUB DEPORTIVO;ATLETISMO;; BARRIO MARCOSENDE, Nº 9 9;36310;36;PONTEVEDRA;36057;VIGO;607407472;;;26/10/2009
C-03832;G36756831;C. SAN JOSE DE LA GUIA;CLUB DEPORTIVO;BALONCESTO;; DR. CORBAL, 25;;36;PONTEVEDRA;36057;VIGO;655530019;;;26/02/1993
C-08165;;S. D. AGOLADA;CLUB DEPORTIVO;FÚTBOL;; PRAZA DO CONCELLO S/N;36520;36;PONTEVEDRA;36020;AGOLADA;696301279;;;16/06/2004
C-14161;G02737286;CLUB HALTEROFILIA PONTEVEDRA;CLUB DEPORTIVO;HALTEROFILIA;; RÚA CORDÓN, Nº 11, BAIXO;;36;PONTEVEDRA;36038;PONTEVEDRA;639657175;;;13/04/2021
C-05616;G27144492;C. DE CAZADORES O ALCON;CLUB DEPORTIVO;CAZA;; CASTRO PORTELA S/N;;27;LUGO;27017;FOLGOSO DO COUREL;;;;10/11/1997
C-03150;G36194900;C. ANFORA DE PATINAXE ARTISTICO;CLUB DEPORTIVO;PATINAXE;PATINAXE ARTÍSTICO; RUA REAL 59 3D;36940;36;PONTEVEDRA;36008;CANGAS;680410409;607398397;;23/07/1991
X-14154;G15248974;TABEIRÓN DEPORTIVO;SECCIÓN DEPORTIVA;CICLISMO;; RÚA CAMPO DO ROLLO;;15;A CORUÑA;15093;ZAS;629630566;651992623;;22/03/2021
C-05134;;A. D. MAMURO;CLUB DEPORTIVO;JUDO E D.A.;; RUA HERACLIO BOTANA 10 BAJOnull;36201;36;PONTEVEDRA;36057;VIGO;986434041;;;05/09/1996
C-12317;;GYMSIM CLUB;CLUB DEPORTIVO;BOXEO, DEPORTE XERAL;RING SPORT FULLCONTACT, JIU-JITSU, MUAI THAI, KICKBOXING; RÚA URZAIZ, 92 - BAIXO;;36;PONTEVEDRA;36057;VIGO;986420867;;;29/06/2015
C-08473;;CLUB COLOMBÓFILO POMBAS DO MORRAZO;CLUB DEPORTIVO;COLUMBÓFILA;; A SERRA DO POÑENTE Nº 60;;36;PONTEVEDRA;36008;CANGAS;986302627;;;25/04/2005
C-13612;G70583414;MELMAC RALLY FACTORY;CLUB DEPORTIVO;AUTOMOBILISMO;RALLYES, CIRCUÍTO PERMANENTE KARTING; RUA RÚA MARTÍN CODAX 5 6C;15570;15;A CORUÑA;15054;NARÓN;619790573;618224574;;15/03/2019
C-12300;G94123676;CLUB NÁUTICO KENLLA;CLUB DEPORTIVO;SURF, VELA, PIRAGÜISMO, ESQUÍ NÁUTICO, DEPORTE XERAL;WINDSURF, BODYBOARD; AVDA. PEDRO BARRIÉ DE LA MAZA, Nº 35, 13 DTA.;;15;A CORUÑA;15030;CORUÑA, A;630101199;;;08/06/2015
C-14159;G42810994;CLUB SAN JUAN BOXEO;CLUB DEPORTIVO;BOXEO;; RÚA MARQUÉS DE VALLADARES,37, BAIXO;;36;PONTEVEDRA;36057;VIGO;986421011;;;29/03/2021
C-12596;G70483185;CLUB DE LUCHA DE NOIA;CLUB DEPORTIVO;JUDO E D.A., BOXEO, DEPORTE XERAL;RING SPORT FULLCONTACT, JIU-JITSU, KICKBOXING; DEVESA DO MARQUÉS, 35;;15;A CORUÑA;15057;NOIA;645900795;645900795;;16/03/2016
C-12471;;VIGO MAFIA SURF CLUB;CLUB DEPORTIVO;SURF;; PRAZA MARIO PUENTES, 6 - BAIXO - PRAIA PATOS;;36;PONTEVEDRA;36035;NIGRÁN;648669729;;;24/11/2015
C-12832;;ESCUDERÍA PAIS COMPETICIÓN;CLUB DEPORTIVO;MOTOCICLISMO, CICLISMO, AUTOMOBILISMO;; RÚA 1º TRAVESÍA MANUEL DE CASTRO, 38;;36;PONTEVEDRA;36057;VIGO;986236043;;;28/12/2016
C-12869;;GIMNASIO ESCUELA OMNIHUM;CLUB DEPORTIVO;XIMNASIA, TAEKWONDO, BOXEO;; RUA PICOTA 21;36800;36;PONTEVEDRA;36045;REDONDELA;655010238;986403394;;13/02/2017
C-04714;G15520406;C.E BALONMAN CAMARIÑAS;CLUB DEPORTIVO;BALONMÁN;; CEDEIRA , 3;;15;A CORUÑA;15016;CAMARIÑAS;981736125;639834602;;20/06/1995
C-12133;G27810266;ESCUELA DEPORTIVA SEY;CLUB DEPORTIVO;XIMNASIA, TAEKWONDO;; PRAZA DA CARRASCA 36;36370;36;PONTEVEDRA;36035;NIGRÁN;600472747;;;01/12/2014
C-09174;G36129492;CLUB DEPORTIVO SOUTOMAIOR;CLUB DEPORTIVO;FÚTBOL;; LUGAR MONTESIÑA, S/N;36691;36;PONTEVEDRA;36053;SOUTOMAIOR;661109281;661109281;;04/01/2007
C-10614;G70273750;CLUB DE ACTIVIDADES SUBACUATICAS NAUGA;CLUB DEPORTIVO;FÚTBOL, ACTIVIDADES SUBACUÁTICAS;; PASEO PASEO ALCALDE FRANCISCO VÁZQUEZ, 6;15001;15;A CORUÑA;15030;CORUÑA, A;981129811;649965859;www.nauga.es;01/10/2010
C-01757;G32224891;MAIS D X  T;CLUB DEPORTIVO;XIMNASIA, TAEKWONDO, NATACIÓN;; CALLE ROMIL, 79 - BAIXO;36201;36;PONTEVEDRA;36057;VIGO;986418833;986418833;;17/01/1989
C-10369;;TAEKWONDO TAEKANART;CLUB DEPORTIVO;TAEKWONDO;; RUA IRLANDA  3 H1 BAJOB;36162;36;PONTEVEDRA;36038;PONTEVEDRA;693942116;;;05/02/2010
C-10850;G70297452;ZALAETA 100TOLOS;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, ESGRIMA;; LUGAR PALAVEA 71, Esc 3, 4ºB,  71 4B;15009;15;A CORUÑA;15030;CORUÑA, A;649196044;635626931;http://100tolos.com;13/06/2011
X-14149;;KARTINGMOTORS AS PONTES;SECCIÓN DEPORTIVA;AUTOMOBILISMO;CIRCUÍTO PERMANENTE KARTING; LUGAR SAA, S/N;;15;A CORUÑA;15070;PONTES DE GARCÍA RODRÍGUEZ, AS;679177063;679177063;;10/03/2021
C-07969;G27300417;CLUB TEMPLARIOS POOL;CLUB DEPORTIVO;BILLAR;; AVENIDA  DE GALICIA 52 BAIXOA;27400;27;LUGO;27031;MONFORTE DE LEMOS;626790815;;;24/11/2003
C-14151;G42965913;AGUANTA VOLANTE RALLYE TEAM;CLUB DEPORTIVO;AUTOMOBILISMO;; CALEXON ARRAYAL 6 nullBJ;36700;36;PONTEVEDRA;36055;TUI;722748240;722748240;;12/03/2021
C-13683;G70585567;CLUB SURF ARTEIXO;CLUB DEPORTIVO;SURF;; RÚA FARMACÉUTICO FERNÁNDEZ LLAMAZARES 4, 4ºD;15142;15;A CORUÑA;15005;ARTEIXO;697469097;689611071;;04/06/2019
C-14157;G36462851;MOTOCLUB RANDUFE;CLUB DEPORTIVO;MOTOCICLISMO;MOTO CROSS, ENDURO; BARRIO COTAREL, Nº 6;;36;PONTEVEDRA;36055;TUI;686780154;;;25/03/2021
C-14150;G42961581;SANXENXO BALONMÁN;CLUB DEPORTIVO;BALONMÁN;; AVENIDA AVDA LEÓN, Nº 14, PORTAL 2, 4º ESQU.;36969;36;PONTEVEDRA;36051;SANXENXO;667994333;;;12/03/2021
F-00026;G32014821;FEDERACIÓN GALEGA DE TIRO OLÍMPICO;FEDERACIÓN DEPORTIVA GALEGO;TIRO OLÍMPICO;; AVDA. INFANTA ELENA DUQUESA DE LUGO, S/N - CASA DO DEPORTE, 1º ANDAR, LOCAL, 1;27003;27;LUGO;27028;LUGO;982240241;609245276;;08/11/1983
C-12397;G70475447;BOUDSPORT;CLUB DEPORTIVO;TAEKWONDO;; RUA RÚA CANTEIRA, 2, BAIXO;15680;15;A CORUÑA;15059;ORDES;881123652;881123652;;21/09/2015
C-14148;G42980433;CLUB NAÚTICO VIANA DO BOLO;CLUB DEPORTIVO;SURF, VELA, REMO, PIRAGÜISMO;; ESTRADA DE VILARIÑO 18;32550;32;OURENSE;32086;VIANA DO BOLO;616378145;616378145;;06/03/2021
C-13452;G32113714;SOCIEDAD DE PESCA DEPORTIVA ARENTEIRO;CLUB DEPORTIVO;PESCA E CASTING;; AVDA. DO BALNEARIO, 3;32005;32;OURENSE;32019;CARBALLIÑO, O;666403460;988271575;;10/10/2008
C-10697;G32473316;CLUB DEPORTIVO FUNDACIÓN CIPRI GOMES;CLUB DEPORTIVO;XIMNASIA, XADREZ, VELA, TIRO CON ARCO, TENIS DE MESA, TENIS, TAEKWONDO, SQUASH, NATACIÓN, MONTAÑISMO, KUNG-FU, KARATE, JUDO E D.A., HÍPICA, FÚTBOL, ESQUÍ NÁUTICO, ESPELEOLOXÍA, ESGRIMA, DEPORTES DE INVERNO, CICLISMO, BOXEO, BÉISBOL E SÓFTBOL, BALONMÁN, BALONCESTO, BÁDMINTON, ATLETISMO, ACTIVIDADES SUBACUÁTICAS, DEPORTE XERAL;WUSHU; RUA BENITO VICETTO  8;32004;32;OURENSE;32054;OURENSE;988225302;988225302;;17/01/2011
C-11807;G32451650;PADEL PRIX;CLUB DEPORTIVO;PÁDEL;; RUA POLIGONO SAN CIBRAO, CALLE 3 NAVE4;32911;32;OURENSE;32075;SAN CIBRAO DAS VIÑAS;988606660;;www.padelprix.com;10/01/2014
C-00737;G36757276;C. O PANASCO DE PETANCA;CLUB DEPORTIVO;PETANCA;; RUA SAA Nº11 - BEADE 11;36312;36;PONTEVEDRA;36057;VIGO;698156804;609411242;;17/01/1986
C-05575;G36297208;C. VOLEIBOL X.A.V. CAMBADOS;CLUB DEPORTIVO;VOLEIBOL;; RUA  FONTE DE FEFIÑÁNS, 3 - 2º F;36630;36;PONTEVEDRA;36006;CAMBADOS;648090795;;;06/10/1997
X-14155;;ASOCIACIÓN AGRUPACIÓN DEPORTIVA GALICIA SOCIAL;SECCIÓN DEPORTIVA;BALONMÁN;; RÚA CESÁREO GONZÁLEZ, Nº 15, BAIXO;;36;PONTEVEDRA;36057;VIGO;610790753;;;22/03/2021
C-14146;G42864876;CLUB CICLISTA DUMBRÍA;CLUB DEPORTIVO;CICLISMO;; POLIDEPORTIVO O CONCO;;15;A CORUÑA;15034;DUMBRÍA;610951121;610951121;;03/03/2021
C-08305;G36219830;GOIAN CLUB DE FUTBOL;CLUB DEPORTIVO;FÚTBOL;; AVENIDA AV. ORDOÑEZ, 23- GOIAN;36750;36;PONTEVEDRA;36054;TOMIÑO;699218824;;;18/10/2004
C-04853;G70319744;C.E KARATE-DO CARBALLO;CLUB DEPORTIVO;KARATE;; RUA XASMINS, 36 B;15100;15;A CORUÑA;15019;CARBALLO;650784684;767232;;27/11/1995
C-04910;G36802247;C. PETANCA BREOGAN;CLUB DEPORTIVO;PETANCA;; RUA RÚA CANTABRIA, 179 (CASA) 179;36216;36;PONTEVEDRA;36057;VIGO;667035518;;;11/01/1996
C-14156;G42788042;REFORGÁN MOTORSPORT;CLUB DEPORTIVO;AUTOMOBILISMO;; CAMIÑO DO URBILLAL, Nº 8;;36;PONTEVEDRA;36033;MOS;663836900;;;24/03/2021
C-09070;G70078068;CLUBE DEPORTIVO MUNICIPAL DE PIRAGÜISMO DUMBRÍA;CLUB DEPORTIVO;PIRAGÜISMO;; ESTRADA DE DUMBRÍA, S/N;15151;15;A CORUÑA;15034;DUMBRÍA;629126623;981744001;;17/10/2006
C-02091;G27104736;CLUB POLIDEPORTIVO CALASANCIO;CLUB DEPORTIVO;FÚTBOL, BALONMÁN, BALONCESTO, ATLETISMO;FÚTBOL SALA; RUA COMPAÑIA 50;27400;27;LUGO;27031;MONFORTE DE LEMOS;982410425;982410425;;09/05/1989
C-00173;G15087208;C. DE REMO DE RIANXO;CLUB DEPORTIVO;REMO;; PASEO PASEO DO MUELLE 1;15920;15;A CORUÑA;15072;RIANXO;629317103;;;16/02/1984
C-01662;G15238678;C. D. ESQUIO FERROL;CLUB DEPORTIVO;XIMNASIA;XIMNASIA RÍTMICA; RIO JUBIA, 4, BAIXO;15403;15;A CORUÑA;15036;FERROL;981318401;698136319;;04/11/1988
C-00067;G15200892;A. DE FÚTBOL DE VETERANOS;CLUB DEPORTIVO;FÚTBOL;; PR. AGUSTIN DIAZ - COMPLEXO POLIDEPORTIVO ELVIÑA - LOCAL 24;;15;A CORUÑA;15030;CORUÑA, A;981132362;649978307;;28/11/1983
C-09951;;FREESTYLE SLALOM VIGO;CLUB DEPORTIVO;PATINAXE;PATINAXE VELOCIDADE; AVENIDA  ALCALDE PORTANET,  23 2A;36210;36;PONTEVEDRA;36057;VIGO;663500983;698131132;www.clubfsv.es;10/11/2008
C-14144;;CLUB NÁUTICO PORTO DO SON;CLUB DEPORTIVO;REMO;; EXPLANADA PORTUARIA PORTO DO SON;;15;A CORUÑA;15071;PORTO DO SON;;;;01/03/2021
C-12033;;CLUB DEPORTIVO NÁUTICO SAN ADRIÁN DE COBRES;CLUB DEPORTIVO;VELA, PESCA E CASTING;; LUGAR MUELLE DE SAN ADRIAN DE COBRES S/Nº;36141;36;PONTEVEDRA;36058;VILABOA;618826330;;;01/09/2014
C-01205;G36757623;C. HALTEROFILIA VIGO (C.M.V.);CLUB DEPORTIVO;HALTEROFILIA;; RUA RÚA MARCELINA PANETE, 1-BLOQUE 1-5º C;36205;36;PONTEVEDRA;36057;VIGO;986295043;;;19/10/1987
C-04592;G15510514;A. D. KARBO;CLUB DEPORTIVO;JUDO E D.A.;; RUA RAMON CABANILLAS, 2-1º;15007;15;A CORUÑA;15030;CORUÑA, A;981236179;;adkarbo.es;14/02/1995
C-14142;G42864819;CLUB VOLEIBOL DUMBRÍA;CLUB DEPORTIVO;VOLEIBOL;; LUGAR INSTALACIÓNS DEPORTIVAS O CONCO;15151;15;A CORUÑA;15034;DUMBRÍA;610951121;610951121;;26/02/2021
X-14174;;ASOCIACIÓN THE WILD;SECCIÓN DEPORTIVA;ATLETISMO;CARREIRAS; CAMIÑO LIÑARES, Nº 70;;36;PONTEVEDRA;36057;VIGO;639248506;639248506;;22/04/2021
C-09227;G27355726;CLUB ARCO MURALLA;CLUB DEPORTIVO;TIRO CON ARCO;; RUA NOGUEIRA 23-25 2null;27003;27;LUGO;27028;LUGO;670510806;;;28/02/2007
C-04972;G15552458;C. DE FUTBOL DUMBRIA;CLUB DEPORTIVO;FÚTBOL;; ESTRADA DE DUMBRIA, S/N;15151;15;A CORUÑA;15034;DUMBRÍA;610951121;;;20/03/1996
C-00438;;C. FUTBOL KENYATA;CLUB DEPORTIVO;FÚTBOL;; AVDA. DE ORENSE S/N;;36;PONTEVEDRA;36008;CANGAS;;;;21/12/1984
C-07987;G27206622;SOCIEDADE DEPORTIVA DE CAZADORES NEGUEIRA DE MUÑIZ;CLUB DEPORTIVO;CAZA;; LG. BALTAR, 15;;27;LUGO;27044;PASTORIZA, A;638518703;;;05/12/2003
C-14141;G42967158;CLUB BARBANZA PÁDEL;CLUB DEPORTIVO;PÁDEL;; POLÍGONO INDUSTRIAL ESPIÑEIRA, PARCELA 18;15830;15;A CORUÑA;15011;BOIRO;637909840;637909840;;23/02/2021
C-11238;G70334289;BRIBES, C.F.;CLUB DEPORTIVO;FÚTBOL;; RIVEIRIÑA, 8;15659;15;A CORUÑA;15017;CAMBRE;620287596;671864439;;24/05/2012
C-09621;G27372259;CLUB DE ESPELEO E MONTAÑA TARANIS;CLUB DEPORTIVO;MONTAÑISMO, ESPELEOLOXÍA;; AVDA. INFANTA ELENA DUQUESA DE LUGO - CASA DO DEPORTE - LOCAL 16;;27;LUGO;27028;LUGO;639605461;628070321;;21/01/2008
C-14139;G42959957;AEROCLUB VUELO ANTELA;CLUB DEPORTIVO;DEPORTES AÉREOS;; LUGAR SANTA BAIA, Nº67;;32;OURENSE;32058;PEREIRO DE AGUIAR, O;654258080;988241616;;22/02/2021
